"Year","ODS_Code","Age","Item","Term","Numerator","Denominator","Proportion","Benchmark","ODS_Name","Postcode","longitude","latitude","PCN_Code","PCN_Name","Yet_to_receive"
"2019/20","H82065","24 months","DTaP/IPV/Hib(Hep)","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; three doses at any time by second birthday",135,141,0.957446808510638,"High (95%+)","Ball Tree Surgery","BN15 9UX",-0.338832,50.831767,"U87478","Lancing and Sompting PCN","  6"
"2019/20","H82065","24 months","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",135,141,0.957446808510638,"High (95%+)","Ball Tree Surgery","BN15 9UX",-0.338832,50.831767,"U87478","Lancing and Sompting PCN","  6"
"2019/20","H82065","24 months","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",136,141,0.964539007092199,"High (95%+)","Ball Tree Surgery","BN15 9UX",-0.338832,50.831767,"U87478","Lancing and Sompting PCN","  5"
"2019/20","H82065","24 months","PCV Booster","Pneumococcal conjulate disease booster vaccine; dose by second birthday",136,141,0.964539007092199,"High (95%+)","Ball Tree Surgery","BN15 9UX",-0.338832,50.831767,"U87478","Lancing and Sompting PCN","  5"
"2019/20","H82065","24 months","MenB Booster","Meningococcal group B disease booster vaccine; completed by fifth birthday",137,141,0.971631205673759,"High (95%+)","Ball Tree Surgery","BN15 9UX",-0.338832,50.831767,"U87478","Lancing and Sompting PCN","  4"
"2019/20","H82065","5 years","DTaP/IPV/Hib","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; completing booster dose by fifth birthday",150,154,0.974025974025974,"High (95%+)","Ball Tree Surgery","BN15 9UX",-0.338832,50.831767,"U87478","Lancing and Sompting PCN","  4"
"2019/20","H82065","5 years","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",132,154,0.857142857142857,"Low (<90%)","Ball Tree Surgery","BN15 9UX",-0.338832,50.831767,"U87478","Lancing and Sompting PCN"," 22"
"2019/20","H82065","5 years","DTaPIPV","pre-school diphtheria, tetanus, acellular pertussis and polio (DTaP/IPV) booster; completing booster dose by fifth birthday",141,154,0.915584415584416,"Medium (90-95%)","Ball Tree Surgery","BN15 9UX",-0.338832,50.831767,"U87478","Lancing and Sompting PCN"," 13"
"2019/20","H82065","5 years","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",150,154,0.974025974025974,"High (95%+)","Ball Tree Surgery","BN15 9UX",-0.338832,50.831767,"U87478","Lancing and Sompting PCN","  4"
"2019/20","H82065","5 years","MMR2","Measles, mumps, and rubella booster vaccine; second dose by 3 years and 4 months or soon after",145,154,0.941558441558442,"Medium (90-95%)","Ball Tree Surgery","BN15 9UX",-0.338832,50.831767,"U87478","Lancing and Sompting PCN","  9"
"2019/20","H82066","12 months","DTaPIPVHibHepB","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1",155,163,0.950920245398773,"High (95%+)","Fitzalan Medical Group","BN17 5JR",-0.537647,50.80654,"U21339","Arun Integrated Care (AIC) PCN","  8"
"2019/20","H82066","12 months","DTaPIPVHibHepB","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1",155,163,0.950920245398773,"High (95%+)","Fitzalan Medical Group","BN17 5JR",-0.537647,50.80654,"U04748","Angmering Coppice Fitzalan (ACF) PCN","  8"
"2019/20","H82066","12 months","MenB","Meningococcal group B disease vaccine",160,163,0.98159509202454,"High (95%+)","Fitzalan Medical Group","BN17 5JR",-0.537647,50.80654,"U21339","Arun Integrated Care (AIC) PCN","  3"
"2019/20","H82066","12 months","MenB","Meningococcal group B disease vaccine",160,163,0.98159509202454,"High (95%+)","Fitzalan Medical Group","BN17 5JR",-0.537647,50.80654,"U04748","Angmering Coppice Fitzalan (ACF) PCN","  3"
"2019/20","H82066","12 months","PCV2","Pneumococcal conjulate vaccine (first dose by 12 weeks)",160,163,0.98159509202454,"High (95%+)","Fitzalan Medical Group","BN17 5JR",-0.537647,50.80654,"U21339","Arun Integrated Care (AIC) PCN","  3"
"2019/20","H82066","12 months","PCV2","Pneumococcal conjulate vaccine (first dose by 12 weeks)",160,163,0.98159509202454,"High (95%+)","Fitzalan Medical Group","BN17 5JR",-0.537647,50.80654,"U04748","Angmering Coppice Fitzalan (ACF) PCN","  3"
"2019/20","H82066","12 months","Rota","Rotavirus vaccine (primary course, with first dose at 8 weeks and second at 12 weeks)",148,163,0.907975460122699,"Medium (90-95%)","Fitzalan Medical Group","BN17 5JR",-0.537647,50.80654,"U21339","Arun Integrated Care (AIC) PCN"," 15"
"2019/20","H82066","12 months","Rota","Rotavirus vaccine (primary course, with first dose at 8 weeks and second at 12 weeks)",148,163,0.907975460122699,"Medium (90-95%)","Fitzalan Medical Group","BN17 5JR",-0.537647,50.80654,"U04748","Angmering Coppice Fitzalan (ACF) PCN"," 15"
"2019/20","H82066","24 months","DTaP/IPV/Hib(Hep)","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; three doses at any time by second birthday",163,175,0.931428571428571,"Medium (90-95%)","Fitzalan Medical Group","BN17 5JR",-0.537647,50.80654,"U21339","Arun Integrated Care (AIC) PCN"," 12"
"2019/20","H82066","24 months","DTaP/IPV/Hib(Hep)","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; three doses at any time by second birthday",163,175,0.931428571428571,"Medium (90-95%)","Fitzalan Medical Group","BN17 5JR",-0.537647,50.80654,"U04748","Angmering Coppice Fitzalan (ACF) PCN"," 12"
"2019/20","H82066","24 months","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",161,175,0.92,"Medium (90-95%)","Fitzalan Medical Group","BN17 5JR",-0.537647,50.80654,"U21339","Arun Integrated Care (AIC) PCN"," 14"
"2019/20","H82066","24 months","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",161,175,0.92,"Medium (90-95%)","Fitzalan Medical Group","BN17 5JR",-0.537647,50.80654,"U04748","Angmering Coppice Fitzalan (ACF) PCN"," 14"
"2019/20","H82066","24 months","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",161,175,0.92,"Medium (90-95%)","Fitzalan Medical Group","BN17 5JR",-0.537647,50.80654,"U21339","Arun Integrated Care (AIC) PCN"," 14"
"2019/20","H82066","24 months","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",161,175,0.92,"Medium (90-95%)","Fitzalan Medical Group","BN17 5JR",-0.537647,50.80654,"U04748","Angmering Coppice Fitzalan (ACF) PCN"," 14"
"2019/20","H82066","24 months","PCV Booster","Pneumococcal conjulate disease booster vaccine; dose by second birthday",160,175,0.914285714285714,"Medium (90-95%)","Fitzalan Medical Group","BN17 5JR",-0.537647,50.80654,"U21339","Arun Integrated Care (AIC) PCN"," 15"
"2019/20","H82066","24 months","PCV Booster","Pneumococcal conjulate disease booster vaccine; dose by second birthday",160,175,0.914285714285714,"Medium (90-95%)","Fitzalan Medical Group","BN17 5JR",-0.537647,50.80654,"U04748","Angmering Coppice Fitzalan (ACF) PCN"," 15"
"2019/20","H82066","24 months","MenB Booster","Meningococcal group B disease booster vaccine; completed by fifth birthday",159,175,0.908571428571429,"Medium (90-95%)","Fitzalan Medical Group","BN17 5JR",-0.537647,50.80654,"U21339","Arun Integrated Care (AIC) PCN"," 16"
"2019/20","H82066","24 months","MenB Booster","Meningococcal group B disease booster vaccine; completed by fifth birthday",159,175,0.908571428571429,"Medium (90-95%)","Fitzalan Medical Group","BN17 5JR",-0.537647,50.80654,"U04748","Angmering Coppice Fitzalan (ACF) PCN"," 16"
"2019/20","H82066","5 years","DTaP/IPV/Hib","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; completing booster dose by fifth birthday",175,183,0.956284153005464,"High (95%+)","Fitzalan Medical Group","BN17 5JR",-0.537647,50.80654,"U21339","Arun Integrated Care (AIC) PCN","  8"
"2019/20","H82066","5 years","DTaP/IPV/Hib","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; completing booster dose by fifth birthday",175,183,0.956284153005464,"High (95%+)","Fitzalan Medical Group","BN17 5JR",-0.537647,50.80654,"U04748","Angmering Coppice Fitzalan (ACF) PCN","  8"
"2019/20","H82066","5 years","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",171,183,0.934426229508197,"Medium (90-95%)","Fitzalan Medical Group","BN17 5JR",-0.537647,50.80654,"U21339","Arun Integrated Care (AIC) PCN"," 12"
"2019/20","H82066","5 years","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",171,183,0.934426229508197,"Medium (90-95%)","Fitzalan Medical Group","BN17 5JR",-0.537647,50.80654,"U04748","Angmering Coppice Fitzalan (ACF) PCN"," 12"
"2019/20","H82066","5 years","DTaPIPV","pre-school diphtheria, tetanus, acellular pertussis and polio (DTaP/IPV) booster; completing booster dose by fifth birthday",162,183,0.885245901639344,"Low (<90%)","Fitzalan Medical Group","BN17 5JR",-0.537647,50.80654,"U21339","Arun Integrated Care (AIC) PCN"," 21"
"2019/20","H82066","5 years","DTaPIPV","pre-school diphtheria, tetanus, acellular pertussis and polio (DTaP/IPV) booster; completing booster dose by fifth birthday",162,183,0.885245901639344,"Low (<90%)","Fitzalan Medical Group","BN17 5JR",-0.537647,50.80654,"U04748","Angmering Coppice Fitzalan (ACF) PCN"," 21"
"2019/20","H82066","5 years","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",170,183,0.92896174863388,"Medium (90-95%)","Fitzalan Medical Group","BN17 5JR",-0.537647,50.80654,"U21339","Arun Integrated Care (AIC) PCN"," 13"
"2019/20","H82066","5 years","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",170,183,0.92896174863388,"Medium (90-95%)","Fitzalan Medical Group","BN17 5JR",-0.537647,50.80654,"U04748","Angmering Coppice Fitzalan (ACF) PCN"," 13"
"2019/20","H82066","5 years","MMR2","Measles, mumps, and rubella booster vaccine; second dose by 3 years and 4 months or soon after",162,183,0.885245901639344,"Low (<90%)","Fitzalan Medical Group","BN17 5JR",-0.537647,50.80654,"U21339","Arun Integrated Care (AIC) PCN"," 21"
"2019/20","H82066","5 years","MMR2","Measles, mumps, and rubella booster vaccine; second dose by 3 years and 4 months or soon after",162,183,0.885245901639344,"Low (<90%)","Fitzalan Medical Group","BN17 5JR",-0.537647,50.80654,"U04748","Angmering Coppice Fitzalan (ACF) PCN"," 21"
"2019/20","H82067","12 months","DTaPIPVHibHepB","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1",98,99,0.98989898989899,"High (95%+)","Tangmere Medical Centre","PO20 2HS",-0.71845,50.851023,"U24558","Chichester Alliance of Medical Practices PCN","  1"
"2019/20","H82067","12 months","MenB","Meningococcal group B disease vaccine",97,99,0.97979797979798,"High (95%+)","Tangmere Medical Centre","PO20 2HS",-0.71845,50.851023,"U24558","Chichester Alliance of Medical Practices PCN","  2"
"2019/20","H82067","12 months","PCV2","Pneumococcal conjulate vaccine (first dose by 12 weeks)",98,99,0.98989898989899,"High (95%+)","Tangmere Medical Centre","PO20 2HS",-0.71845,50.851023,"U24558","Chichester Alliance of Medical Practices PCN","  1"
"2019/20","H82067","12 months","Rota","Rotavirus vaccine (primary course, with first dose at 8 weeks and second at 12 weeks)",96,99,0.96969696969697,"High (95%+)","Tangmere Medical Centre","PO20 2HS",-0.71845,50.851023,"U24558","Chichester Alliance of Medical Practices PCN","  3"
"2019/20","H82067","24 months","DTaP/IPV/Hib(Hep)","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; three doses at any time by second birthday",80,81,0.987654320987654,"High (95%+)","Tangmere Medical Centre","PO20 2HS",-0.71845,50.851023,"U24558","Chichester Alliance of Medical Practices PCN","  1"
"2019/20","H82067","24 months","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",77,81,0.950617283950617,"High (95%+)","Tangmere Medical Centre","PO20 2HS",-0.71845,50.851023,"U24558","Chichester Alliance of Medical Practices PCN","  4"
"2019/20","H82067","24 months","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",78,81,0.962962962962963,"High (95%+)","Tangmere Medical Centre","PO20 2HS",-0.71845,50.851023,"U24558","Chichester Alliance of Medical Practices PCN","  3"
"2019/20","H82067","24 months","PCV Booster","Pneumococcal conjulate disease booster vaccine; dose by second birthday",78,81,0.962962962962963,"High (95%+)","Tangmere Medical Centre","PO20 2HS",-0.71845,50.851023,"U24558","Chichester Alliance of Medical Practices PCN","  3"
"2019/20","H82067","24 months","MenB Booster","Meningococcal group B disease booster vaccine; completed by fifth birthday",76,81,0.938271604938272,"Medium (90-95%)","Tangmere Medical Centre","PO20 2HS",-0.71845,50.851023,"U24558","Chichester Alliance of Medical Practices PCN","  5"
"2019/20","H82067","5 years","DTaP/IPV/Hib","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; completing booster dose by fifth birthday",88,89,0.98876404494382,"High (95%+)","Tangmere Medical Centre","PO20 2HS",-0.71845,50.851023,"U24558","Chichester Alliance of Medical Practices PCN","  1"
"2019/20","H82067","5 years","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",87,89,0.97752808988764,"High (95%+)","Tangmere Medical Centre","PO20 2HS",-0.71845,50.851023,"U24558","Chichester Alliance of Medical Practices PCN","  2"
"2019/20","H82067","5 years","DTaPIPV","pre-school diphtheria, tetanus, acellular pertussis and polio (DTaP/IPV) booster; completing booster dose by fifth birthday",86,89,0.966292134831461,"High (95%+)","Tangmere Medical Centre","PO20 2HS",-0.71845,50.851023,"U24558","Chichester Alliance of Medical Practices PCN","  3"
"2019/20","H82067","5 years","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",87,89,0.97752808988764,"High (95%+)","Tangmere Medical Centre","PO20 2HS",-0.71845,50.851023,"U24558","Chichester Alliance of Medical Practices PCN","  2"
"2019/20","H82067","5 years","MMR2","Measles, mumps, and rubella booster vaccine; second dose by 3 years and 4 months or soon after",85,89,0.955056179775281,"High (95%+)","Tangmere Medical Centre","PO20 2HS",-0.71845,50.851023,"U24558","Chichester Alliance of Medical Practices PCN","  4"
"2019/20","H82070","12 months","DTaPIPVHibHepB","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1",85,86,0.988372093023256,"High (95%+)","Glebe Surgery","RH20 4FR",-0.458843,50.918032,"U57981","Chanctonbury PCN","  1"
"2019/20","H82070","12 months","MenB","Meningococcal group B disease vaccine",85,86,0.988372093023256,"High (95%+)","Glebe Surgery","RH20 4FR",-0.458843,50.918032,"U57981","Chanctonbury PCN","  1"
"2019/20","H82070","12 months","PCV2","Pneumococcal conjulate vaccine (first dose by 12 weeks)",86,86,1,"High (95%+)","Glebe Surgery","RH20 4FR",-0.458843,50.918032,"U57981","Chanctonbury PCN","  0"
"2019/20","H82070","12 months","Rota","Rotavirus vaccine (primary course, with first dose at 8 weeks and second at 12 weeks)",85,86,0.988372093023256,"High (95%+)","Glebe Surgery","RH20 4FR",-0.458843,50.918032,"U57981","Chanctonbury PCN","  1"
"2019/20","H82070","24 months","DTaP/IPV/Hib(Hep)","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; three doses at any time by second birthday",116,119,0.974789915966387,"High (95%+)","Glebe Surgery","RH20 4FR",-0.458843,50.918032,"U57981","Chanctonbury PCN","  3"
"2019/20","H82070","24 months","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",114,119,0.957983193277311,"High (95%+)","Glebe Surgery","RH20 4FR",-0.458843,50.918032,"U57981","Chanctonbury PCN","  5"
"2019/20","H82070","24 months","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",114,119,0.957983193277311,"High (95%+)","Glebe Surgery","RH20 4FR",-0.458843,50.918032,"U57981","Chanctonbury PCN","  5"
"2019/20","H82070","24 months","PCV Booster","Pneumococcal conjulate disease booster vaccine; dose by second birthday",112,119,0.941176470588235,"Medium (90-95%)","Glebe Surgery","RH20 4FR",-0.458843,50.918032,"U57981","Chanctonbury PCN","  7"
"2019/20","H82070","24 months","MenB Booster","Meningococcal group B disease booster vaccine; completed by fifth birthday",112,119,0.941176470588235,"Medium (90-95%)","Glebe Surgery","RH20 4FR",-0.458843,50.918032,"U57981","Chanctonbury PCN","  7"
